,PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2695,1262.0,-200.0,16.2,1187.0,282.0,633.0,165.0,1842.0,1603.0,32.4,24.8,1.1886
2696,1225.0,-200.0,8.1,904.0,267.0,644.0,110.0,1194.0,1460.0,7.5,71.7,0.7439
2697,1098.0,-200.0,9.1,944.0,69.0,687.0,76.0,1772.0,1086.0,28.2,51.1,1.9221
2698,1091.0,-200.0,9.3,953.0,51.0,723.0,63.0,1688.0,853.0,39.6,24.3,1.7255
2699,1205.0,-200.0,19.9,1295.0,440.0,626.0,184.0,1613.0,1267.0,28.6,23.2,0.8917
2700,1072.0,-200.0,6.1,819.0,303.0,751.0,175.0,1161.0,1003.0,5.3,80.2,0.7179
2701,1100.0,-200.0,10.1,982.0,84.0,720.0,69.0,1760.0,823.0,33.8,34.5,1.7788
2702,1063.0,-200.0,8.5,919.0,46.0,735.0,60.0,1676.0,821.0,37.2,29.1,1.8185
2703,1108.0,-200.0,5.7,798.0,221.0,694.0,134.0,1144.0,1199.0,11.8,56.9,0.7836
2704,1092.0,-200.0,6.4,831.0,249.0,720.0,100.0,1143.0,1090.0,4.3,76.1,0.6395
2705,1088.0,-200.0,14.0,1116.0,127.0,1128.0,112.0,1449.0,1060.0,31.6,16.4,0.7489
2706,1183.0,-200.0,14.2,1122.0,464.0,897.0,143.0,1476.0,1215.0,12.6,62.0,0.9027
2707,1013.0,-200.0,5.6,795.0,209.0,826.0,81.0,1257.0,848.0,13.0,69.7,1.0403
2708,837.0,-200.0,5.9,809.0,60.0,940.0,78.0,1355.0,615.0,25.2,27.7,0.874
2709,1033.0,-200.0,7.6,881.0,339.0,855.0,159.0,999.0,1230.0,8.0,39.8,0.4286
2710,960.0,-200.0,7.1,860.0,83.0,887.0,95.0,1417.0,559.0,34.8,19.5,1.0667
2711,1321.0,-200.0,17.5,1224.0,537.0,543.0,192.0,1617.0,1424.0,20.3,46.7,1.0971
2712,1211.0,-200.0,12.5,1067.0,230.0,609.0,101.0,1608.0,1270.0,26.1,47.1,1.5724
2713,1108.0,-200.0,12.3,1061.0,238.0,685.0,133.0,1454.0,1315.0,21.1,44.8,1.1088
2714,868.0,-200.0,2.8,639.0,109.0,1093.0,55.0,1367.0,610.0,20.4,63.0,1.4946
2715,1325.0,-200.0,18.7,1260.0,-200.0,652.0,-200.0,1969.0,1303.0,16.5,57.9,1.0826
2716,966.0,-200.0,7.4,874.0,171.0,969.0,95.0,1682.0,999.0,19.8,59.4,1.3554
2717,848.0,-200.0,2.8,642.0,-200.0,1079.0,-200.0,1536.0,654.0,26.3,50.8,1.7058
2718,962.0,-200.0,7.5,877.0,413.0,841.0,120.0,969.0,949.0,9.3,37.6,0.4391
2719,1422.0,-200.0,28.7,1520.0,531.0,494.0,210.0,2087.0,1624.0,26.7,42.3,1.4618
2720,1546.0,-200.0,28.6,1519.0,622.0,493.0,170.0,2265.0,1649.0,26.5,50.8,1.7334
2721,1241.0,-200.0,10.9,1011.0,98.0,781.0,90.0,1748.0,1070.0,22.3,45.4,1.2088
2722,857.0,-200.0,3.0,653.0,-200.0,1197.0,-200.0,1375.0,779.0,10.9,71.0,0.9249
2723,859.0,-200.0,2.5,620.0,32.0,1201.0,47.0,1316.0,445.0,16.2,52.8,0.9626
2724,1835.0,-200.0,38.1,1731.0,983.0,355.0,244.0,2083.0,2254.0,10.4,64.4,0.8123
2725,1286.0,-200.0,17.1,1214.0,168.0,620.0,132.0,1880.0,1759.0,31.1,29.3,1.3055
2726,867.0,-200.0,3.7,693.0,-200.0,971.0,-200.0,1335.0,825.0,19.7,63.4,1.4383
2727,976.0,-200.0,7.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103
2728,1234.0,-200.0,12.0,1049.0,158.0,746.0,121.0,1733.0,1274.0,17.8,55.0,1.1097
2729,862.0,43.0,1.7,561.0,-200.0,1449.0,-200.0,1219.0,502.0,8.2,68.5,0.7455
2730,1109.0,-200.0,7.9,896.0,303.0,710.0,175.0,1132.0,1242.0,7.5,58.7,0.6112
2731,1166.0,-200.0,6.4,829.0,200.0,632.0,102.0,1338.0,1133.0,16.3,65.2,1.1982
2732,949.0,-200.0,8.3,910.0,71.0,816.0,77.0,1552.0,1015.0,22.2,43.0,1.1363
2733,1495.0,-200.0,21.8,1345.0,866.0,467.0,147.0,1649.0,1853.0,10.0,82.5,1.015
2734,922.0,-200.0,5.4,783.0,192.0,857.0,76.0,1367.0,825.0,16.7,79.7,1.503
2735,1083.0,-200.0,15.3,1157.0,160.0,742.0,127.0,1884.0,1072.0,26.8,35.1,1.2201
2736,1451.0,-200.0,20.1,1298.0,575.0,452.0,148.0,1744.0,1634.0,14.0,65.4,1.0427
2737,872.0,-200.0,6.3,824.0,66.0,853.0,77.0,1346.0,590.0,27.0,30.0,1.0542
2738,1080.0,-200.0,8.1,902.0,-200.0,702.0,-200.0,1516.0,1048.0,27.8,40.7,1.5002
2739,1116.0,-200.0,14.1,1120.0,150.0,724.0,124.0,1854.0,1035.0,34.8,22.8,1.2488
2740,796.0,-200.0,3.2,667.0,55.0,1162.0,40.0,1295.0,558.0,20.6,56.6,1.3583
2741,1269.0,-200.0,17.2,1215.0,-200.0,608.0,-200.0,1939.0,1296.0,26.3,56.5,1.9018
2742,903.0,-200.0,5.0,765.0,176.0,1035.0,81.0,1317.0,712.0,20.7,49.7,1.197
2743,1047.0,74.0,4.9,760.0,64.0,1032.0,74.0,1379.0,1003.0,11.5,61.4,0.8303
2744,929.0,-200.0,4.0,713.0,183.0,987.0,92.0,1002.0,830.0,5.9,62.0,0.5811
2745,1512.0,-200.0,29.1,1530.0,-200.0,527.0,-200.0,2326.0,1725.0,20.0,45.6,1.0524
2746,863.0,-200.0,3.9,703.0,-200.0,1032.0,-200.0,1403.0,791.0,20.8,62.1,1.5044
2747,815.0,-200.0,5.2,774.0,43.0,1113.0,55.0,1374.0,712.0,17.0,47.7,0.9185
2748,1592.0,840.0,25.0,1429.0,267.0,624.0,164.0,2089.0,1644.0,20.8,36.7,0.8878
2749,901.0,-200.0,3.6,689.0,36.0,964.0,45.0,1543.0,522.0,32.2,40.3,1.8999
2750,908.0,-200.0,3.0,653.0,165.0,980.0,118.0,847.0,551.0,3.3,46.8,0.3671
2751,,,,,,,,,,,,
2752,1213.0,-200.0,7.5,877.0,336.0,654.0,158.0,1206.0,1282.0,4.3,80.9,0.6791
2753,1422.0,-200.0,25.1,1432.0,620.0,474.0,212.0,1852.0,1636.0,16.6,56.5,1.0551
2754,886.0,-200.0,2.7,633.0,-200.0,1071.0,-200.0,1214.0,453.0,33.0,23.5,1.1583
2755,1060.0,-200.0,10.9,1010.0,135.0,858.0,102.0,1623.0,1074.0,23.9,30.7,0.9002
2756,958.0,-200.0,8.7,928.0,351.0,841.0,174.0,986.0,1120.0,13.3,24.3,0.3686
2757,1321.0,-200.0,15.8,1175.0,494.0,525.0,212.0,1366.0,1279.0,25.1,21.8,0.6854
2758,1198.0,-200.0,4.9,758.0,142.0,698.0,107.0,1277.0,1001.0,18.7,48.0,1.0259
2759,1048.0,-200.0,6.3,826.0,89.0,853.0,90.0,1637.0,747.0,28.8,41.3,1.6164
2760,1771.0,438.0,26.6,1470.0,394.0,622.0,157.0,2262.0,1973.0,17.4,45.6,0.8993
2761,932.0,-200.0,3.5,685.0,186.0,996.0,130.0,820.0,670.0,4.0,39.0,0.3203
2762,982.0,-200.0,6.8,850.0,217.0,888.0,79.0,1505.0,873.0,18.7,73.1,1.5608
2763,1248.0,-200.0,14.4,1131.0,878.0,615.0,187.0,1296.0,1592.0,13.3,42.3,0.6448
2764,1057.0,-200.0,13.1,1087.0,-200.0,871.0,-200.0,1769.0,981.0,24.4,35.2,1.0632
2765,942.0,-200.0,7.3,871.0,-200.0,832.0,-200.0,1314.0,765.0,17.9,46.5,0.9474
2766,987.0,-200.0,5.7,796.0,180.0,1789.0,86.0,1254.0,830.0,11.7,78.6,1.0813
2767,890.0,-200.0,9.3,950.0,114.0,940.0,101.0,1460.0,655.0,19.8,29.7,0.678
2768,1230.0,-200.0,14.5,1133.0,164.0,604.0,90.0,1909.0,1413.0,33.6,35.7,1.8229
2769,1039.0,-200.0,6.4,828.0,292.0,791.0,162.0,987.0,1115.0,5.0,47.5,0.418
2770,,,,,,,,,,,,
2771,730.0,-200.0,1.3,530.0,-200.0,1517.0,-200.0,1362.0,445.0,18.1,64.6,1.3276
2772,1138.0,-200.0,12.2,1055.0,117.0,712.0,125.0,1624.0,1028.0,42.0,15.8,1.2759
2773,,,,,,,,,,,,
2774,1024.0,-200.0,9.9,976.0,-200.0,747.0,-200.0,1386.0,1030.0,16.3,53.3,0.9809
2775,1870.0,-200.0,45.0,1871.0,1001.0,351.0,180.0,2483.0,2165.0,23.0,54.2,1.5066
2776,909.0,26.0,1.8,567.0,33.0,1542.0,47.0,1287.0,418.0,9.6,75.4,0.9004
2777,1182.0,-200.0,15.8,1175.0,461.0,637.0,171.0,1363.0,1463.0,13.4,40.4,0.6178
2778,1151.0,129.0,8.3,911.0,-200.0,935.0,-200.0,1501.0,1075.0,8.2,66.7,0.7276
2779,1062.0,-200.0,6.2,822.0,224.0,764.0,113.0,1228.0,917.0,13.4,61.3,0.9379
2780,1360.0,-200.0,30.4,1561.0,290.0,545.0,139.0,2525.0,1626.0,23.7,49.0,1.4152
2781,1600.0,-200.0,34.0,1641.0,684.0,440.0,137.0,2430.0,1776.0,21.9,60.2,1.56
2782,1237.0,-200.0,16.5,1194.0,-200.0,615.0,-200.0,1508.0,1193.0,8.8,76.6,0.8678
2783,980.0,-200.0,4.3,728.0,164.0,808.0,108.0,1098.0,565.0,22.8,33.0,0.904
2784,871.0,-200.0,1.5,548.0,73.0,1197.0,50.0,1025.0,662.0,9.5,73.3,0.8719
2785,1096.0,-200.0,11.6,1036.0,254.0,635.0,168.0,1043.0,1127.0,11.5,39.6,0.5372
2786,1158.0,-200.0,10.1,983.0,101.0,751.0,110.0,1803.0,808.0,38.1,26.3,1.7213
2787,1392.0,-200.0,16.4,1192.0,856.0,543.0,183.0,1508.0,1795.0,13.7,59.9,0.9335
2788,1072.0,-200.0,7.4,874.0,342.0,715.0,153.0,1033.0,1000.0,10.8,37.1,0.4794
2789,,,,,,,,,,,,
2790,1076.0,-200.0,10.4,994.0,133.0,723.0,129.0,1549.0,938.0,38.3,17.9,1.181
2791,1133.0,-200.0,9.4,957.0,174.0,815.0,106.0,1652.0,944.0,16.2,55.6,1.0151
2792,975.0,-200.0,11.1,1017.0,-200.0,930.0,-200.0,1668.0,801.0,27.0,29.3,1.0277
2793,1303.0,-200.0,28.9,1524.0,-200.0,515.0,-200.0,1744.0,1580.0,10.6,53.4,0.6818
2794,1440.0,-200.0,22.4,1362.0,532.0,486.0,117.0,1968.0,1496.0,21.6,68.0,1.7305
2795,1072.0,-200.0,15.0,1148.0,180.0,805.0,127.0,1683.0,1171.0,25.3,24.6,0.7796
2796,972.0,-200.0,5.7,799.0,199.0,833.0,72.0,1425.0,825.0,19.7,68.6,1.5563
2797,1112.0,-200.0,8.9,936.0,-200.0,683.0,-200.0,1792.0,965.0,26.7,58.0,2.0023
2798,1152.0,-200.0,8.7,926.0,-200.0,854.0,-200.0,1669.0,1034.0,15.8,60.4,1.0744
2799,1011.0,-200.0,9.7,967.0,111.0,818.0,116.0,1565.0,748.0,25.3,30.9,0.9815
2800,1148.0,231.0,8.8,930.0,140.0,948.0,107.0,1475.0,1056.0,12.5,48.1,0.6946
2801,1384.0,-200.0,17.4,1221.0,594.0,470.0,155.0,1600.0,1457.0,9.7,61.9,0.7446
2802,-200.0,-200.0,-200.0,-200.0,383.0,-200.0,123.0,-200.0,-200.0,-200.0,-200.0,-200.0
2803,898.0,-200.0,6.9,853.0,85.0,1066.0,56.0,1271.0,763.0,19.2,23.8,0.5235
2804,882.0,-200.0,5.0,766.0,203.0,922.0,116.0,815.0,582.0,1.9,35.0,0.2494
2805,982.0,-200.0,10.7,1003.0,498.0,1037.0,189.0,1117.0,1072.0,17.2,22.4,0.4354
2806,927.0,-200.0,2.8,638.0,224.0,949.0,134.0,846.0,949.0,0.9,58.4,0.388
2807,1443.0,797.0,24.6,1418.0,253.0,666.0,141.0,2060.0,1454.0,13.4,47.8,0.7293
2808,1280.0,-200.0,11.4,1030.0,459.0,597.0,174.0,1246.0,1480.0,14.9,34.9,0.5869
2809,912.0,-200.0,4.3,730.0,274.0,959.0,157.0,893.0,821.0,7.7,39.0,0.4106
2810,1108.0,-200.0,9.2,945.0,270.0,692.0,130.0,1355.0,1199.0,15.9,59.4,1.0628
2811,1611.0,-200.0,17.8,1233.0,690.0,413.0,140.0,1687.0,1741.0,16.0,67.9,1.2217
2812,1122.0,-200.0,9.5,959.0,102.0,685.0,92.0,1798.0,914.0,28.8,48.9,1.9105
2813,937.0,-200.0,7.8,890.0,-200.0,970.0,-200.0,1625.0,877.0,20.7,50.0,1.203
2814,1112.0,-200.0,12.2,1058.0,190.0,654.0,137.0,1695.0,1297.0,27.3,40.7,1.4548
2815,1111.0,-200.0,14.4,1131.0,171.0,735.0,137.0,1825.0,1085.0,34.3,22.4,1.1907
2816,1425.0,-200.0,16.0,1178.0,735.0,468.0,202.0,1477.0,1761.0,15.9,42.2,0.7553
2817,1075.0,-200.0,9.1,943.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015
2818,1037.0,-200.0,8.0,900.0,75.0,817.0,95.0,1584.0,619.0,33.1,32.7,1.62
2819,949.0,-200.0,9.7,965.0,349.0,860.0,138.0,1041.0,892.0,8.7,33.7,0.379
2820,941.0,-200.0,5.8,800.0,157.0,823.0,115.0,917.0,671.0,12.6,30.6,0.4443
2821,1257.0,-200.0,14.3,1126.0,361.0,581.0,93.0,1599.0,1300.0,19.1,64.4,1.405
2822,1436.0,-200.0,22.7,1371.0,548.0,458.0,191.0,1808.0,1626.0,15.2,62.2,1.0641
2823,1014.0,-200.0,10.9,1012.0,156.0,795.0,125.0,1548.0,851.0,34.4,19.9,1.0647
2824,1022.0,-200.0,4.3,729.0,-200.0,803.0,-200.0,1139.0,1034.0,11.5,68.2,0.9271
2825,1060.0,-200.0,6.9,851.0,108.0,912.0,81.0,1673.0,805.0,14.5,78.3,1.2851
2826,1478.0,-200.0,20.5,1310.0,633.0,492.0,194.0,1775.0,1542.0,14.7,63.1,1.0513
2827,761.0,-200.0,0.1,383.0,39.0,1745.0,35.0,787.0,289.0,3.3,58.1,0.4559
2828,1632.0,-200.0,31.5,1587.0,-200.0,523.0,-200.0,2459.0,1678.0,14.7,62.3,1.0351
2829,938.0,70.0,3.9,706.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116
2830,935.0,-200.0,4.2,724.0,43.0,936.0,49.0,1574.0,598.0,29.5,45.9,1.8662
2831,1480.0,460.0,21.0,1324.0,215.0,622.0,122.0,2162.0,1623.0,20.8,54.4,1.3194
2832,1356.0,-200.0,16.2,1187.0,441.0,534.0,102.0,1738.0,1465.0,23.3,57.5,1.6169
2833,1023.0,-200.0,7.0,859.0,-200.0,810.0,-200.0,1590.0,684.0,35.6,28.5,1.6293
2834,1485.0,-200.0,18.9,1265.0,723.0,441.0,166.0,1647.0,1676.0,9.5,62.6,0.7444
2835,737.0,-200.0,0.7,468.0,50.0,1481.0,40.0,869.0,395.0,10.7,41.8,0.536
2836,1274.0,226.0,13.8,1109.0,161.0,820.0,80.0,1723.0,1138.0,8.1,70.5,0.7627
2837,1333.0,-200.0,16.7,1201.0,353.0,552.0,68.0,1767.0,1925.0,19.6,73.2,1.6543
2838,1214.0,-200.0,9.9,972.0,355.0,663.0,98.0,1359.0,1280.0,12.8,73.8,1.0853
2839,1058.0,-200.0,4.8,753.0,210.0,764.0,121.0,986.0,1149.0,3.3,66.8,0.5215
2840,1438.0,672.0,21.0,1325.0,232.0,678.0,143.0,1993.0,1401.0,15.6,47.4,0.8347
2841,1029.0,81.0,3.8,702.0,68.0,1180.0,82.0,1287.0,639.0,14.8,41.0,0.685
2842,979.0,-200.0,8.4,917.0,-200.0,795.0,-200.0,1398.0,903.0,18.1,56.4,1.1645
2843,1522.0,-200.0,20.9,1320.0,270.0,690.0,158.0,2005.0,1435.0,16.0,50.7,0.9142
2844,1264.0,-200.0,18.1,1241.0,228.0,609.0,129.0,1989.0,1280.0,27.0,37.3,1.3081
2845,1165.0,-200.0,6.6,839.0,220.0,652.0,140.0,1214.0,867.0,19.5,40.2,0.901
2846,,,,,,,,,,,,
2847,828.0,-200.0,2.8,639.0,27.0,1077.0,41.0,1371.0,573.0,22.6,43.0,1.1629
2848,971.0,91.0,5.5,786.0,92.0,1129.0,78.0,1272.0,546.0,16.5,29.0,0.5406
2849,1512.0,802.0,27.1,1482.0,308.0,596.0,118.0,2189.0,1605.0,9.9,64.3,0.7859
2850,1050.0,-200.0,7.6,881.0,162.0,732.0,69.0,1363.0,982.0,17.8,66.9,1.3464
2851,1521.0,-200.0,26.6,1470.0,677.0,446.0,139.0,1977.0,1720.0,21.3,61.9,1.5463
2852,1211.0,-200.0,27.1,1483.0,303.0,586.0,173.0,2092.0,1483.0,28.9,24.1,0.9495
2853,1094.0,-200.0,10.0,979.0,142.0,717.0,119.0,1633.0,1192.0,33.3,28.2,1.4189
2854,1746.0,824.0,24.2,1409.0,319.0,553.0,148.0,2119.0,1898.0,16.8,49.8,0.9446
2855,1082.0,-200.0,18.9,1266.0,227.0,788.0,124.0,1910.0,1139.0,33.5,19.9,1.0112
2856,884.0,-200.0,3.9,703.0,34.0,1076.0,46.0,1394.0,488.0,37.9,18.8,1.222
2857,1530.0,-200.0,22.0,1352.0,694.0,491.0,178.0,1550.0,1934.0,14.3,45.8,0.7452
2858,875.0,-200.0,4.8,754.0,-200.0,961.0,-200.0,1296.0,591.0,15.9,61.0,1.0911
2859,1508.0,-200.0,18.2,1246.0,797.0,496.0,207.0,1498.0,1791.0,8.1,73.8,0.7968
2860,1040.0,-200.0,11.2,1022.0,-200.0,713.0,-200.0,1624.0,998.0,27.3,36.8,1.3189
2861,933.0,-200.0,6.4,831.0,105.0,888.0,72.0,1514.0,710.0,26.0,34.9,1.1509
2862,1079.0,115.0,6.8,847.0,108.0,925.0,90.0,1463.0,1122.0,11.6,62.2,0.851
2863,1595.0,-200.0,33.4,1628.0,1014.0,495.0,218.0,1822.0,2140.0,14.1,44.9,0.7194
2864,1176.0,-200.0,16.4,1191.0,220.0,705.0,130.0,1836.0,1217.0,17.9,46.1,0.9388
2865,1054.0,-200.0,8.6,923.0,63.0,783.0,64.0,1793.0,899.0,23.3,60.5,1.706
2866,1045.0,-200.0,8.3,910.0,193.0,878.0,106.0,1385.0,742.0,34.6,22.4,1.212
2867,1537.0,-200.0,22.9,1374.0,564.0,384.0,158.0,1941.0,1660.0,16.0,67.8,1.2276
2868,1008.0,-200.0,11.6,1037.0,-200.0,697.0,-200.0,1587.0,803.0,33.7,25.1,1.2915
2869,975.0,-200.0,5.5,788.0,70.0,851.0,54.0,1629.0,701.0,34.5,35.1,1.8856
2870,834.0,-200.0,2.2,596.0,-200.0,1276.0,-200.0,1335.0,727.0,13.4,59.5,0.9097
2871,909.0,-200.0,4.3,728.0,221.0,933.0,107.0,948.0,905.0,7.8,47.4,0.5046
2872,920.0,-200.0,2.9,649.0,196.0,983.0,140.0,849.0,598.0,3.1,47.4,0.3661
2873,1202.0,-200.0,16.9,1206.0,213.0,671.0,167.0,1807.0,1301.0,40.9,14.6,1.114
2874,1207.0,-200.0,9.3,950.0,368.0,623.0,204.0,1303.0,1162.0,8.1,64.8,0.7039
2875,1026.0,-200.0,16.2,1186.0,235.0,719.0,148.0,1662.0,1138.0,31.4,18.6,0.8398
2876,904.0,-200.0,4.8,754.0,193.0,930.0,114.0,1172.0,805.0,12.3,73.4,1.049
2877,1231.0,-200.0,21.6,1341.0,274.0,626.0,170.0,1937.0,1578.0,30.3,25.6,1.0879
2878,-200.0,-200.0,-200.0,-200.0,114.0,-200.0,104.0,-200.0,-200.0,-200.0,-200.0,-200.0
2879,1071.0,-200.0,10.1,982.0,-200.0,649.0,-200.0,1557.0,1099.0,28.1,40.4,1.512
2880,1158.0,-200.0,12.1,1052.0,111.0,649.0,83.0,1785.0,1353.0,27.0,42.8,1.503
2881,730.0,-200.0,0.8,483.0,-200.0,1434.0,-200.0,1065.0,438.0,15.2,54.7,0.9394
2882,932.0,-200.0,4.2,720.0,-200.0,859.0,-200.0,1562.0,605.0,27.4,53.5,1.9267
2883,996.0,-200.0,6.7,843.0,-200.0,840.0,-200.0,1394.0,765.0,30.1,27.2,1.1406
2884,1239.0,-200.0,22.8,1373.0,-200.0,550.0,-200.0,1593.0,1495.0,7.1,62.0,0.6265
2885,1031.0,-200.0,4.6,741.0,191.0,821.0,133.0,927.0,1144.0,4.9,52.2,0.4567
2886,785.0,-200.0,2.0,582.0,33.0,1377.0,45.0,1311.0,417.0,19.4,45.9,1.0242
2887,838.0,-200.0,2.7,632.0,24.0,1079.0,39.0,1438.0,634.0,24.0,46.6,1.37
2888,1149.0,-200.0,14.8,1143.0,112.0,620.0,111.0,1827.0,1143.0,28.1,40.3,1.5086
2889,855.0,-200.0,2.7,631.0,-200.0,1033.0,-200.0,932.0,626.0,10.2,45.4,0.5632
2890,1304.0,-200.0,19.1,1272.0,569.0,593.0,191.0,1673.0,1583.0,25.4,33.3,1.0679
2891,936.0,-200.0,2.4,611.0,134.0,911.0,89.0,949.0,741.0,13.5,40.0,0.6168
2892,1523.0,-200.0,21.7,1342.0,745.0,466.0,184.0,1588.0,1677.0,6.4,82.9,0.8022
2893,1487.0,-200.0,27.6,1493.0,-200.0,492.0,-200.0,2345.0,1598.0,21.2,72.3,1.8007
2894,1001.0,-200.0,5.7,799.0,67.0,829.0,72.0,1619.0,859.0,22.7,68.4,1.8627
2895,1164.0,-200.0,15.0,1148.0,224.0,741.0,127.0,1824.0,1130.0,16.0,50.9,0.9211
2896,1446.0,-200.0,17.5,1224.0,445.0,471.0,153.0,1706.0,1450.0,21.7,47.4,1.2184
2897,1007.0,-200.0,10.6,1000.0,-200.0,727.0,-200.0,1197.0,1210.0,11.3,46.5,0.6194
2898,949.0,-200.0,2.1,589.0,77.0,987.0,63.0,1001.0,464.0,3.3,84.3,0.6617
2899,925.0,-200.0,4.4,735.0,-200.0,960.0,-200.0,1284.0,691.0,15.4,73.2,1.2755
2900,1217.0,-200.0,18.7,1261.0,487.0,533.0,142.0,1941.0,1375.0,26.3,43.1,1.4542
2901,1147.0,-200.0,10.9,1012.0,347.0,665.0,120.0,1214.0,1381.0,10.1,66.2,0.8185
2902,1433.0,-200.0,16.2,1186.0,586.0,479.0,151.0,1497.0,1738.0,11.9,69.0,0.9568
2903,,,,,,,,,,,,
2904,1062.0,-200.0,8.4,915.0,232.0,792.0,83.0,1579.0,929.0,20.8,62.2,1.5119
2905,1165.0,-200.0,11.8,1042.0,227.0,631.0,68.0,1621.0,1133.0,19.5,70.7,1.5851
2906,1476.0,-200.0,22.0,1352.0,365.0,474.0,112.0,1996.0,1568.0,26.4,49.8,1.6928
2907,1319.0,-200.0,15.5,1164.0,454.0,489.0,144.0,1543.0,1418.0,15.1,58.6,0.9982
2908,1082.0,-200.0,3.8,700.0,160.0,759.0,91.0,1286.0,842.0,18.1,62.8,1.2916
2909,1257.0,-200.0,18.3,1248.0,368.0,557.0,87.0,1837.0,1179.0,20.2,67.4,1.5832
2910,949.0,-200.0,5.0,764.0,44.0,898.0,56.0,1579.0,573.0,35.9,32.1,1.8697
2911,1607.0,660.0,19.8,1290.0,264.0,587.0,134.0,1960.0,1758.0,16.2,53.2,0.9723
2912,1016.0,-200.0,7.9,896.0,91.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781
2913,1761.0,830.0,32.6,1610.0,332.0,502.0,146.0,2488.0,2006.0,20.2,50.8,1.1924
2914,1506.0,-200.0,27.8,1499.0,267.0,506.0,207.0,2485.0,2043.0,33.5,38.0,1.939
2915,810.0,-200.0,3.4,674.0,32.0,976.0,45.0,1530.0,793.0,24.4,58.6,1.7714
2916,1255.0,-200.0,20.1,1301.0,784.0,571.0,224.0,1355.0,1750.0,7.3,50.6,0.5184
2917,1098.0,-200.0,7.6,881.0,265.0,760.0,128.0,1203.0,974.0,7.0,64.9,0.6512
2918,922.0,-200.0,7.5,878.0,60.0,880.0,70.0,1363.0,615.0,36.8,16.2,0.9922
2919,924.0,-200.0,3.3,673.0,-200.0,960.0,-200.0,1522.0,520.0,35.0,35.5,1.962
2920,1165.0,-200.0,11.3,1024.0,759.0,646.0,310.0,1134.0,1365.0,4.1,52.7,0.4345
2921,952.0,-200.0,3.2,662.0,155.0,905.0,111.0,887.0,1024.0,5.7,49.4,0.4551
2922,1362.0,-200.0,21.4,1334.0,-200.0,512.0,-200.0,1862.0,1529.0,20.3,54.0,1.2744
2923,1040.0,-200.0,4.5,736.0,209.0,740.0,132.0,1099.0,1050.0,10.4,58.4,0.7367
2924,-200.0,-200.0,-200.0,-200.0,746.0,-200.0,276.0,-200.0,-200.0,-200.0,-200.0,-200.0
2925,1053.0,94.0,6.2,823.0,87.0,1040.0,77.0,1386.0,810.0,17.4,35.4,0.699
2926,970.0,-200.0,8.0,900.0,79.0,909.0,93.0,1524.0,664.0,36.9,17.5,1.0789
2927,898.0,76.0,2.3,608.0,-200.0,1154.0,-200.0,1386.0,743.0,15.6,61.2,1.0784
2928,1191.0,-200.0,10.7,1005.0,347.0,637.0,166.0,1224.0,1284.0,5.9,62.1,0.5808
2929,1493.0,-200.0,21.5,1337.0,712.0,466.0,180.0,1638.0,1742.0,8.8,74.6,0.8434
2930,1176.0,169.0,8.4,917.0,157.0,866.0,95.0,1560.0,1151.0,12.0,67.9,0.9523
2931,1003.0,-200.0,3.0,650.0,113.0,831.0,73.0,1158.0,750.0,12.9,67.5,0.999
2932,1222.0,-200.0,13.0,1083.0,-200.0,729.0,-200.0,1624.0,1273.0,21.3,47.2,1.1825
2933,1523.0,-200.0,26.6,1470.0,702.0,414.0,166.0,1811.0,1783.0,11.4,68.0,0.9166
2934,1250.0,-200.0,12.1,1054.0,491.0,634.0,121.0,1407.0,1348.0,10.4,75.4,0.947
2935,1447.0,-200.0,15.6,1167.0,684.0,466.0,194.0,1514.0,1694.0,16.4,44.6,0.8242
2936,1391.0,-200.0,18.3,1249.0,-200.0,518.0,-200.0,1845.0,1399.0,26.0,46.4,1.5414
2937,933.0,-200.0,4.2,722.0,121.0,899.0,87.0,890.0,450.0,28.5,13.1,0.5002
2938,1048.0,-200.0,9.2,949.0,88.0,764.0,86.0,1607.0,831.0,39.0,23.7,1.6346
2939,928.0,-200.0,3.8,701.0,119.0,926.0,86.0,902.0,456.0,28.7,13.7,0.5302
2940,1303.0,-200.0,16.6,1198.0,332.0,578.0,83.0,1791.0,1235.0,21.9,64.8,1.683
2941,996.0,45.0,2.9,648.0,64.0,1176.0,50.0,1340.0,852.0,11.0,63.7,0.8325
2942,861.0,-200.0,6.0,811.0,61.0,997.0,78.0,1409.0,509.0,33.3,19.2,0.9634
2943,968.0,-200.0,3.0,652.0,197.0,937.0,131.0,1051.0,788.0,3.6,84.4,0.6724
2944,864.0,21.0,1.2,516.0,39.0,1496.0,59.0,1153.0,502.0,11.3,46.9,0.628
2945,902.0,-200.0,3.9,706.0,-200.0,877.0,-200.0,1463.0,708.0,22.0,62.3,1.6266
2946,1700.0,-200.0,40.5,1782.0,-200.0,401.0,-200.0,2403.0,2004.0,27.0,40.2,1.4158
2947,1101.0,-200.0,8.8,933.0,-200.0,845.0,-200.0,1600.0,1022.0,13.8,62.1,0.9721
